id,metin,etiket,kategori,metin_temiz
8017,Yatırım işlem bilgileriniz yeniden talep edilmektedir.,spam,emlak,yatır işle bilgi yeni talep edilmek
8018,Tapu hesabınızın kapatılmaması için işlem yapılmalıdır.,spam,emlak,tapu hesap kapatılmamas işle yapılmal
8019,Emlak platformu erişiminiz askıya alınmıştır.,spam,emlak,emlak platformu eriş askı al
8020,Araç sigortanızın devam edebilmesi için hesabınızı doğrulamanız gerekmektedir.,spam,araç,araç sigorta deva edebilmes hesap doğrulama gerekmek
8021,Kullanıcı bilgileriniz eksik olduğu için araç erişiminiz sınırlandırılmıştır.,spam,araç,kullanıç bilgi eksik araç eriş sınırlandırıl
8022,Ücretsiz bakım kampanyası hesabınıza tanımlanmıştır.,spam,araç,ücretsiz bak kampanyas hesap tanımla
8023,Araç ödeme işlemleriniz doğrulama beklemektedir.,spam,araç,araç öde işle doğrula beklemek
8024,Araç platformu hesabınız güvenlik incelemesine alınmıştır.,spam,araç,araç platformu hesap güvenlik inceleme al
8025,Yeni araç çekilişi ödülüne hak kazandığınız bildirilmektedir.,spam,araç,ye araç çekiliş ödül hak kazandık bildirilmek
8026,Araç hesabınız olağan dışı işlem nedeniyle askıya alınmıştır.,spam,araç,araç hesap olağa dış işle neden askı al
8027,Ücretsiz yakıt kuponunuz hesabınıza yüklenmiştir.,spam,araç,ücretsiz yakıt kupo hesap yükle
8028,Araç satış hesabınızın kapatılmaması için işlem yapılmalıdır.,spam,araç,araç satış hesap kapatılmamas işle yapılmal
8029,Servis randevu bilgileriniz yeniden doğrulanmayı beklemektedir.,spam,araç,servis randevu bilgi yeni doğrulanma beklemek
8030,Araç kullanıcı hesabınız riskli erişim grubuna dahil edilmiştir.,spam,araç,araç kullanıç hesap riskli eriş grup dahil edil
8031,Kasko ödeme bilgileriniz yeniden talep edilmektedir.,spam,araç,kasko öde bilgi yeni talep edilmek
8032,Araç ilan erişiminizin devam etmesi için giriş yapmanız gerekmektedir.,spam,araç,araç ila erişim deva etmes giriş yapma gerekmek
8033,Ücretsiz ekspertiz fırsatı hesabınıza tanımlanmıştır.,spam,araç,ücretsiz ekspertiz fırsat hesap tanımla
8034,Araç teslimat hesabınız güvenlik nedeniyle durdurulmuştur.,spam,araç,araç teslimat hesap güvenlik neden durdurul
8035,Kullanıcı profiliniz araç sistemi tarafından doğrulanamamıştır.,spam,araç,kullanıç profil araç siste doğrulanamamış
8036,Servis bakım ödülünüz hesabınıza aktarılmayı beklemektedir.,spam,araç,servis bak ödül hesap aktarılma beklemek
8037,Araç ödeme sisteminiz askıya alınmıştır.,spam,araç,araç öde siste askı al
8038,Yeni kullanıcı araç avantajları hesabınıza yüklenmiştir.,spam,araç,ye kullanıç araç avantaj hesap yükle
8039,Araç hesabınız farklı cihazdan giriş nedeniyle sınırlandırılmıştır.,spam,araç,araç hesap farklı cihaz giriş neden sınırlandırıl
8040,Ücretsiz oto bakım kuponunuz bugün sona ermektedir.,spam,araç,ücretsiz oto bak kupo bugu so ermek
8041,Araç platformunda kullanıcı doğrulaması başarısız olmuştur.,spam,araç,araç platform kullanıç doğrulamas başarıs ol
8042,Kasko hesabınız yeniden aktif edilmeyi beklemektedir.,spam,araç,kasko hesap yeni aktif edilme beklemek
8043,Araç satış bilgileriniz eksik görünmektedir.,spam,araç,araç satış bilgi eksik görünmek
8044,Servis erişiminizin devam etmesi için doğrulama yapılmalıdır.,spam,araç,servis erişim deva etmes doğrula yapılmal
8045,Araç kampanya üyeliğiniz onaylanmıştır.,spam,araç,araç kampanya üyelik onayla
8046,Yakıt desteği hesabınıza tanımlanmıştır.,spam,araç,yakıt destek hesap tanımla
8047,Araç teslim işlemleriniz güvenlik incelemesine alınmıştır.,spam,araç,araç tesl işle güvenlik inceleme al
8048,Kullanıcı bilgileriniz güncellenmediği için araç hesabınız askıya alınacaktır.,spam,araç,kullanıç bilgi güncellenmedik araç hesap askı alınacak
8049,Ücretsiz araç sigortası avantajınız aktif edilmeyi beklemektedir.,spam,araç,ücretsiz araç sigortas avantaj aktif edilme beklemek
8050,Araç hesabınıza ait ödeme işlemi başarısız olmuştur.,spam,araç,araç hesap ait öde işle başarıs ol
8051,Oto servis sisteminiz güvenlik kontrolüne alınmıştır.,spam,araç,oto servis siste güvenlik kontrol al
8052,Araç üyeliğiniz yeniden doğrulanmayı beklemektedir.,spam,araç,araç üyelik yeni doğrulanma beklemek
8053,Özel kullanıcı bakım kampanyası hesabınıza yüklenmiştir.,spam,araç,özel kullanıç bak kampanyas hesap yükle
8054,Araç platformu erişiminiz geçici olarak sınırlandırılmıştır.,spam,araç,araç platformu eriş geçiç sınırlandırıl
8055,Servis ödeme bilgileriniz doğrulanamamıştır.,spam,araç,servis öde bilgi doğrulanamamış
8056,Araç çekilişi ödülünüz teslim edilmeyi beklemektedir.,spam,araç,araç çekiliş ödül tesl edilme beklemek
8057,Kasko hesabınız güvenlik politikaları kapsamında incelenmektedir.,spam,araç,kasko hesap güvenlik politika kapsam incelenmek
8058,Araç ilan hesabınız askıya alınmıştır.,spam,araç,araç ila hesap askı al
8059,Ücretsiz araç fırsatınızın süresi dolmak üzeredir.,spam,araç,ücretsiz araç fırsat süres dolmak üzer
8060,Moda hesabınız doğrulanamadığı için erişiminiz sınırlandırılmıştır.,spam,moda,mo hesap doğrulanamadık eriş sınırlandırıl
8061,Özel indirim kampanyasına katılımınız onaylanmıştır.,spam,moda,özel indir kampanya katıl onayla
8062,Kullanıcı bilgileriniz eksik olduğu için siparişiniz beklemeye alınmıştır.,spam,moda,kullanıç bilgi eksik sipariş bekleme al
8063,Moda platformu hesabınız güvenlik incelemesine alınmıştır.,spam,moda,mo platformu hesap güvenlik inceleme al
8064,Ücretsiz hediye çeki hesabınıza yüklenmiştir.,spam,moda,ücretsiz hedi çek hesap yükle
8065,Sipariş teslim işlemleriniz doğrulama beklemektedir.,spam,moda,sipariş tesl işle doğrula beklemek
8066,Moda üyeliğiniz riskli kullanıcı grubuna dahil edilmiştir.,spam,moda,mo üyelik riskli kullanıç grup dahil edil
8067,Sepetinizdeki ürünler için son indirim süresi bugün sona ermektedir.,spam,moda,sepet ürün son indir süres bugu so ermek
8068,Kargo bilgileriniz yeniden doğrulanmayı beklemektedir.,spam,moda,kargo bilgi yeni doğrulanma beklemek
8069,Moda hesabınız farklı cihazdan giriş nedeniyle askıya alınmıştır.,spam,moda,mo hesap farklı cihaz giriş neden askı al
8070,Özel müşteri avantajları hesabınıza tanımlanmıştır.,spam,moda,özel müşter avantaj hesap tanımla
8071,Ücretsiz premium üyelik erişiminiz aktif edilmeyi beklemektedir.,spam,moda,ücretsiz premium üyelik eriş aktif edilme beklemek
8072,Sipariş hesabınızın silinmemesi için işlem yapılmalıdır.,spam,moda,sipariş hesap silinmemes işle yapılmal
8073,Kullanıcı profiliniz moda sistemi tarafından doğrulanamamıştır.,spam,moda,kullanıç profil mo siste doğrulanamamış
8074,Alışveriş ödülünüz hesabınıza aktarılmayı beklemektedir.,spam,moda,alışveriş ödül hesap aktarılma beklemek
8075,Ödeme bilgileriniz eksik olduğu için işlem durdurulmuştur.,spam,moda,öde bilgi eksik işle durdurul
8076,Moda uygulaması kullanıcı bilgilerinizi yeniden istemektedir.,spam,moda,mo uygulamas kullanıç bilgi yeni istemek
8077,Ücretsiz teslimat fırsatı hesabınıza tanımlanmıştır.,spam,moda,ücretsiz teslimat fırsat hesap tanımla
8078,Sipariş erişiminizin devam etmesi için giriş yapmanız gerekmektedir.,spam,moda,sipariş erişim deva etmes giriş yapma gerekmek
8079,Moda hesabınız güvenlik politikaları kapsamında incelenmektedir.,spam,moda,mo hesap güvenlik politika kapsam incelenmek
8080,İndirim kuponunuzun süresi dolmak üzeredir.,spam,moda,i ndir kupon süres dolmak üzer
8081,Kargo ödeme hesabınız askıya alınmıştır.,spam,moda,kargo öde hesap askı al
8082,Yeni kullanıcı moda kampanyası hesabınıza yüklenmiştir.,spam,moda,ye kullanıç mo kampanyas hesap yükle
8083,Sipariş bilgileriniz yeniden doğrulanmalıdır.,spam,moda,sipariş bilgi yeni doğrulanmal
8084,Moda hesabınıza ait ödeme işlemi başarısız olmuştur.,spam,moda,mo hesap ait öde işle başarıs ol
8085,Ücretsiz alışveriş avantajınız aktif edilmeyi beklemektedir.,spam,moda,ücretsiz alışveriş avantaj aktif edilme beklemek
8086,Kullanıcı doğrulaması yapılmadığı için moda erişiminiz sınırlandırılmıştır.,spam,moda,kullanıç doğrulamas yapılmadık mo eriş sınırlandırıl
8087,Özel sezon indirimi hesabınıza tanımlanmıştır.,spam,moda,özel sezo indir hesap tanımla
8088,Teslimat bilgileriniz eksik görünmektedir.,spam,moda,teslimat bilgi eksik görünmek
8089,Moda platformu erişiminiz geçici olarak kapatılmıştır.,spam,moda,mo platformu eriş geçiç kapatıl
8090,Sipariş güvenlik doğrulamanız tamamlanamamıştır.,spam,moda,sipariş güvenlik doğrulama tamamlanamamış
8091,Ücretsiz ürün kampanyasına dahil edildiğiniz bildirilmektedir.,spam,moda,ücretsiz ür kampanya dahil edildik bildirilmek
8092,Moda üyelik hesabınız yeniden aktif edilmeyi beklemektedir.,spam,moda,mo üyelik hesap yeni aktif edilme beklemek
8093,Kullanıcı hesabınız olağan dışı işlem nedeniyle incelemeye alınmıştır.,spam,moda,kullanıç hesap olağa dış işle neden inceleme al
8094,İndirim erişim bağlantınız yeniden oluşturulmuştur.,spam,moda,i ndir eriş bağla yeni oluşturul
8095,Alışveriş hesabınız riskli erişim nedeniyle sınırlandırılmıştır.,spam,moda,alışveriş hesap riskli eriş neden sınırlandırıl
8096,Özel müşteri ödülünüz hesabınıza aktarılmayı beklemektedir.,spam,moda,özel müşter ödül hesap aktarılma beklemek
8097,Sipariş hesabınız güvenlik nedeniyle durdurulmuştur.,spam,moda,sipariş hesap güvenlik neden durdurul
8098,Ücretsiz alışveriş kupon hakkınız bugün sona ermektedir.,spam,moda,ücretsiz alışveriş kupo hakk bugu so ermek
8099,Evcil hayvan sigortanızın devam etmesi için hesabınızı doğrulamanız gerekmektedir.,spam,evcil hayvan,evcil hayva sigorta deva etmes hesap doğrulama gerekmek
8100,Ücretsiz mama kampanyasına dahil edildiğiniz bildirilmektedir.,spam,evcil hayvan,ücretsiz ma kampanya dahil edildik bildirilmek
8101,Veteriner hesabınız güvenlik incelemesine alınmıştır.,spam,evcil hayvan,veteriner hesap güvenlik inceleme al
8102,Pet üyeliğiniz doğrulanamadığı için erişiminiz sınırlandırılmıştır.,spam,evcil hayvan,pet üyelik doğrulanamadık eriş sınırlandırıl
8103,Ücretsiz aşı kuponunuz hesabınıza tanımlanmıştır.,spam,evcil hayvan,ücretsiz aş kupo hesap tanımla
8104,Kullanıcı bilgileriniz eksik olduğu için pet hizmetleriniz askıya alınmıştır.,spam,evcil hayvan,kullanıç bilgi eksik pet hizmet askı al
8105,Evcil hayvan bakım ödülünüz hesabınıza aktarılmayı beklemektedir.,spam,evcil hayvan,evcil hayva bak ödül hesap aktarılma beklemek
8106,Pet platformu hesabınız farklı cihazdan giriş nedeniyle incelenmektedir.,spam,evcil hayvan,pet platformu hesap farklı cihaz giriş neden incelenmek
8107,Veteriner ödeme sisteminiz doğrulama beklemektedir.,spam,evcil hayvan,veteriner öde siste doğrula beklemek
8108,Ücretsiz bakım paketi avantajınız aktif edilmeyi beklemektedir.,spam,evcil hayvan,ücretsiz bak paket avantaj aktif edilme beklemek
8109,Pet hesabınız riskli kullanıcı grubuna dahil edilmiştir.,spam,evcil hayvan,pet hesap riskli kullanıç grup dahil edil
8110,Mama siparişinizin devam etmesi için giriş yapmanız gerekmektedir.,spam,evcil hayvan,ma sipariş deva etmes giriş yapma gerekmek
8111,Evcil hayvan sağlık bilgileriniz yeniden doğrulanmalıdır.,spam,evcil hayvan,evcil hayva sağlık bilgi yeni doğrulanmal
8112,Pet uygulaması kullanıcı bilgilerinizi yeniden istemektedir.,spam,evcil hayvan,pet uygulamas kullanıç bilgi yeni istemek
8113,Ücretsiz veteriner kontrol hakkınız hesabınıza yüklenmiştir.,spam,evcil hayvan,ücretsiz veteriner kontrol hakk hesap yükle
8114,Kullanıcı profiliniz pet sistemi tarafından doğrulanamamıştır.,spam,evcil hayvan,kullanıç profil pet siste doğrulanamamış
8115,Evcil hayvan üyeliğiniz güvenlik nedeniyle geçici olarak askıya alınmıştır.,spam,evcil hayvan,evcil hayva üyelik güvenlik neden geçiç askı al
8116,Özel pet kampanyası hesabınıza tanımlanmıştır.,spam,evcil hayvan,özel pet kampanyas hesap tanımla
8117,Mama teslimat bilgileriniz eksik görünmektedir.,spam,evcil hayvan,ma teslimat bilgi eksik görünmek
8118,Pet hesabınıza ait ödeme işlemi başarısız olmuştur.,spam,evcil hayvan,pet hesap ait öde işle başarıs ol
8119,Veteriner erişiminizin devam etmesi için işlem yapılmalıdır.,spam,evcil hayvan,veteriner erişim deva etmes işle yapılmal
8120,Ücretsiz oyuncak hediyesi hesabınıza aktarılmayı beklemektedir.,spam,evcil hayvan,ücretsiz oyuncak hediyes hesap aktarılma beklemek
8121,Evcil hayvan hesabınız olağan dışı işlem nedeniyle incelenmektedir.,spam,evcil hayvan,evcil hayva hesap olağa dış işle neden incelenmek
8122,Pet üyelik doğrulama bağlantınız yeniden oluşturulmuştur.,spam,evcil hayvan,pet üyelik doğrula bağla yeni oluşturul
8123,Kullanıcı bilgileriniz güncellenmediği için pet erişiminiz sınırlandırılmıştır.,spam,evcil hayvan,kullanıç bilgi güncellenmedik pet eriş sınırlandırıl
8124,Ücretsiz pet bakım üyeliğiniz bugün sona ermektedir.,spam,evcil hayvan,ücretsiz pet bak üyelik bugu so ermek
8125,Veteriner hesabınız yeniden aktif edilmeyi beklemektedir.,spam,evcil hayvan,veteriner hesap yeni aktif edilme beklemek
8126,Mama kampanyası ödülünüz hesabınıza tanımlanmıştır.,spam,evcil hayvan,ma kampanyas ödül hesap tanımla
8127,Evcil hayvan hizmet erişiminiz güvenlik nedeniyle durdurulmuştur.,spam,evcil hayvan,evcil hayva hizmet eriş güvenlik neden durdurul
8128,Pet platformu erişiminizin devam etmesi için doğrulama yapılmalıdır.,spam,evcil hayvan,pet platformu erişim deva etmes doğrula yapılmal
8129,Ücretsiz pet sigortası avantajı hesabınıza yüklenmiştir.,spam,evcil hayvan,ücretsiz pet sigortas avantaj hesap yükle
8130,Veteriner sisteminde kullanıcı doğrulaması başarısız olmuştur.,spam,evcil hayvan,veteriner sistem kullanıç doğrulamas başarıs ol
8131,Pet hesabınızın kapatılmaması için işlem yapılması gerekmektedir.,spam,evcil hayvan,pet hesap kapatılmamas işle yapılmas gerekmek
8132,Mama ödeme bilgileriniz yeniden talep edilmektedir.,spam,evcil hayvan,ma öde bilgi yeni talep edilmek
8133,Evcil hayvan üyeliğiniz riskli erişim nedeniyle sınırlandırılmıştır.,spam,evcil hayvan,evcil hayva üyelik riskli eriş neden sınırlandırıl
8134,Ücretsiz veteriner danışmanlığı hesabınıza tanımlanmıştır.,spam,evcil hayvan,ücretsiz veteriner danışmanlık hesap tanımla
8135,Pet hesabınız geçici olarak güvenlik kontrolüne alınmıştır.,spam,evcil hayvan,pet hesap geçiç güvenlik kontrol al
8136,Hayvan bakım ödülünüz teslim edilmeyi beklemektedir.,spam,evcil hayvan,hayva bak ödül tesl edilme beklemek
8137,Veteriner kullanıcı hesabınız yeniden doğrulanmayı beklemektedir.,spam,evcil hayvan,veteriner kullanıç hesap yeni doğrulanma beklemek
8138,Pet erişim bilgileriniz eksik olduğu için işlem durdurulmuştur.,spam,evcil hayvan,pet eriş bilgi eksik işle durdurul
8139,Ücretsiz yemek kuponunuz hesabınıza tanımlanmıştır.,spam,yemek,ücretsiz yemek kupo hesap tanımla
8140,Sipariş hesabınız doğrulanamadığı için teslimatınız durdurulmuştur.,spam,yemek,sipariş hesap doğrulanamadık teslimat durdurul
8141,Özel restoran kampanyasına dahil edildiğiniz bildirilmektedir.,spam,yemek,özel restora kampanya dahil edildik bildirilmek
8142,Yemek uygulaması hesabınız güvenlik incelemesine alınmıştır.,spam,yemek,yemek uygulamas hesap güvenlik inceleme al
8143,Teslimat bilgileriniz yeniden doğrulanmayı beklemektedir.,spam,yemek,teslimat bilgi yeni doğrulanma beklemek
8144,Ücretsiz menü avantajınız bugün sona ermektedir.,spam,yemek,ücretsiz menü avantaj bugu so ermek
8145,Kullanıcı bilgileriniz eksik olduğu için sipariş erişiminiz sınırlandırılmıştır.,spam,yemek,kullanıç bilgi eksik sipariş eriş sınırlandırıl
8146,Yemek üyeliğiniz riskli kullanıcı grubuna dahil edilmiştir.,spam,yemek,yemek üyelik riskli kullanıç grup dahil edil
8147,Ödeme işleminiz doğrulama beklemektedir.,spam,yemek,öde işle doğrula beklemek
8148,Ücretsiz kurye teslimatı hesabınıza yüklenmiştir.,spam,yemek,ücretsiz kurye teslimat hesap yükle
8149,Yemek hesabınız farklı cihazdan giriş nedeniyle askıya alınmıştır.,spam,yemek,yemek hesap farklı cihaz giriş neden askı al
