id;metin;etiket;kategori
8493;Kozmetik mağazasında bakım çalışması yapılacaktır.;normal;kozmetik
8494;Sipariş değişim talebiniz değerlendirme aşamasına alınmıştır.;normal;kozmetik
8495;Yeni bakım ürün katalogları erişime açılmıştır.;normal;kozmetik
8496;Kozmetik etkinliği için katılım listesi oluşturulmuştur.;normal;kozmetik
8497;Cilt analiz raporunuz kullanıcı hesabınıza yüklenmiştir.;normal;kozmetik
8498;Kozmetik uygulamasında güvenlik güncellemesi yapılmıştır.;normal;kozmetik
8499;Yeni ürün tavsiye sistemi aktif hale getirilmiştir.;normal;kozmetik
8500;Kullanıcı üyelik puanlarınız hesabınıza işlenmiştir.;normal;kozmetik
8501;Kargo teslimat bilgileri yeniden güncellenmiştir.;normal;kozmetik
8502;Kozmetik semineri çevrim içi gerçekleştirilecektir.;normal;kozmetik
8503;Yeni sezon bakım paketleri satışa açılmıştır.;normal;kozmetik
8504;Sipariş ödeme işleminiz başarıyla tamamlanmıştır.;normal;kozmetik
8505;Kullanıcı değerlendirme puanınız sisteme kaydedilmiştir.;normal;kozmetik
8506;Yeni kullanıcı kampanyası erişime açılmıştır.;normal;kozmetik
8507;Teslimat ekibi siparişinizi dağıtıma çıkarmıştır.;normal;kozmetik
8508;Kozmetik üyelik süreniz başarıyla uzatılmıştır.;normal;kozmetik
8509;Kullanıcı sözleşmesi güncellenmiştir.;normal;kozmetik
8510;Kozmetik destek ekibi tarafından geri dönüş sağlanacaktır.;normal;kozmetik
8511;Bugünkü toplantıda alınan kararların yer aldığı doküman ekip üyeleriyle paylaşılmıştır.;normal;ofis
8512;Muhasebe departmanı bu aya ait gider raporlarını sisteme yüklemiştir.;normal;ofis
8513;Yeni çalışanlar için hazırlanacak oryantasyon programı yarın başlayacaktır.;normal;ofis
8514;Sunum dosyasındaki eksik grafikler tasarım ekibi tarafından güncellenmiştir.;normal;ofis
8515;Şirket içi iletişim platformunda kısa süreli erişim problemi yaşanmaktadır.;normal;ofis
8516;Yönetim kurulu toplantısının saati yoğunluk nedeniyle ileri bir tarihe alınmıştır.;normal;ofis
8517;Müşteri geri bildirim raporları kalite kontrol ekibine iletilmiştir.;normal;ofis
8518;Uzaktan çalışma sistemine ait giriş bilgileri çalışan hesaplarına tanımlanmıştır.;normal;ofis
8519;Personel yemek kartı bakiyeleri güncellenmiştir.;normal;ofis
8520;Ofis internet altyapısında bakım çalışması yapılacağı duyurulmuştur.;normal;ofis
8521;Yeni proje için görevlendirilen ekip üyeleri insan kaynakları sistemine eklenmiştir.;normal;ofis
8522;Kullanıcı hesabınız için iki aşamalı doğrulama özelliği aktif edilmiştir.;normal;ofis
8523;Toplantı salonundaki teknik ekipmanların kontrolü başarıyla tamamlanmıştır.;normal;ofis
8524;Yıllık izin planlaması için departman yöneticilerinden geri dönüş beklenmektedir.;normal;ofis
8525;Kurumsal e-posta sisteminde planlı güncelleme yapılacaktır.;normal;ofis
8526;Yeni müşteri sözleşmesi hukuk departmanı tarafından incelenmektedir.;normal;ofis
8527;Çalışan memnuniyet anketi sonuçları yönetime iletilmiştir.;normal;ofis
8528;Şirket araçlarının bakım tarihleri yeniden planlanmıştır.;normal;ofis
8529;Veri arşivleme işlemleri bilgi işlem ekibi tarafından başlatılmıştır.;normal;ofis
8530;Departman bütçe tabloları finans ekibine gönderilmiştir.;normal;ofis
8531;Kurumsal kimlik tasarım dosyaları dijital arşive aktarılmıştır.;normal;ofis
8532;Ofis giriş kartı kaybolan çalışanlar için yeni başvuru süreci açılmıştır.;normal;ofis
8533;Toplantıya katılamayan personeller için kayıt videosu paylaşılmıştır.;normal;ofis
8534;Şirket içi eğitim programına ait katılım listesi oluşturulmuştur.;normal;ofis
8535;Satış ekibinin haftalık performans raporu yayımlanmıştır.;normal;ofis
8536;Müşteri destek taleplerinin çözüm süresiyle ilgili yeni düzenleme yapılmıştır.;normal;ofis
8537;Ofis klima sisteminde bakım çalışmaları planlanmıştır.;normal;ofis
8538;Kurumsal portalda kullanıcı şifre yenileme işlemleri başlatılmıştır.;normal;ofis
8539;Yeni iş ortaklığı teklifleri yönetim değerlendirmesine alınmıştır.;normal;ofis
8540;Personel servis güzergahlarında yoğunluk nedeniyle değişiklik yapılmıştır.;normal;ofis
8541;Şirket etkinliği için rezervasyon işlemleri tamamlanmıştır.;normal;ofis
8542;Bilgi işlem departmanı güvenlik duvarı ayarlarını güncellemiştir.;normal;ofis
8543;Yeni çalışan ekipman teslim süreci başarıyla tamamlanmıştır.;normal;ofis
8544;Kurumsal sosyal medya hesapları için içerik planı hazırlanmıştır.;normal;ofis
8545;Müşteri sunumuna ait prova çalışması yarın gerçekleştirilecektir.;normal;ofis
8546;Ofis mutfağındaki bakım çalışmaları hafta sonuna ertelenmiştir.;normal;ofis
8547;Şirket içi mesajlaşma uygulamasında yeni özellikler aktif edilmiştir.;normal;ofis
8548;Departmanlar arası görev dağılımı tablosu yeniden düzenlenmiştir.;normal;ofis
8549;Toplantı odası rezervasyon sistemi bakım sürecine alınmıştır.;normal;ofis
8550;Kurumsal yazışma standartlarıyla ilgili yeni kılavuz yayımlanmıştır.;normal;ofis
8551;Bitirme projesi sunum tarihleri öğrenci bilgi sisteminde yayımlanmıştır.;normal;üniversite
8552;Laboratuvar dersine katılacak öğrencilerin ön kayıt yaptırması gerekmektedir.;normal;üniversite
8553;Öğrenci kulüpleri için yeni etkinlik başvuru dönemi başlamıştır.;normal;üniversite
8554;Kütüphanedeki grup çalışma odaları yeniden rezervasyona açılmıştır.;normal;üniversite
8555;Burs başvurularına ait sonuçlar fakülte panosunda duyurulacaktır.;normal;üniversite
8556;Akademik danışman görüşme saatleri güncellenmiştir.;normal;üniversite
8557;Yaz okuluna ait ders programı sistem üzerinden paylaşılmıştır.;normal;üniversite
8558;Üniversite giriş kartı kaybolan öğrenciler için yeni başvuru süreci başlatılmıştır.;normal;üniversite
8559;Bilimsel araştırma projeleri için ek bütçe desteği sağlanacaktır.;normal;üniversite
8560;Yabancı dil sınavına ait salon bilgileri öğrenci hesaplarına tanımlanmıştır.;normal;üniversite
8561;Kampüs içerisindeki internet erişim noktaları yenilenmiştir.;normal;üniversite
8562;Öğrenci topluluklarının etkinlik takvimi yayımlanmıştır.;normal;üniversite
8563;Fakülte sekreterliği çalışma saatlerinde düzenleme yapılmıştır.;normal;üniversite
8564;Akademik takvimde yapılan değişiklikler sisteme işlenmiştir.;normal;üniversite
8565;Mezuniyet töreni katılım listesi oluşturulmaya başlanmıştır.;normal;üniversite
8566;Üniversite yemekhane menüsü mobil uygulamaya yüklenmiştir.;normal;üniversite
8567;Ödev teslim sistemi üzerinde kısa süreli bakım yapılacaktır.;normal;üniversite
8568;Ara sınav sonuçlarının açıklanma tarihi güncellenmiştir.;normal;üniversite
8569;Üniversite spor salonu üyelikleri yeniden aktif edilmiştir.;normal;üniversite
8570;Öğrenci değişim programı başvuruları değerlendirme aşamasına alınmıştır.;normal;üniversite
8571;Araştırma görevlileri için seminer kaydı oluşturulmuştur.;normal;üniversite
8572;Mühendislik fakültesindeki laboratuvar ekipmanları yenilenmiştir.;normal;üniversite
8573;Öğrenci bilgi sisteminde yeni güvenlik doğrulaması aktif edilmiştir.;normal;üniversite
8574;Kulüp başkanlarıyla yapılacak toplantının saati değiştirilmiştir.;normal;üniversite
8575;Yüksek lisans başvuru belgeleri kontrol sürecine alınmıştır.;normal;üniversite
8576;Kampüs servis saatleri yoğunluk nedeniyle yeniden düzenlenmiştir.;normal;üniversite
8577;Ders materyalleri dijital eğitim platformuna yüklenmiştir.;normal;üniversite
8578;Akademik personel toplantısına ait tutanaklar paylaşılmıştır.;normal;üniversite
8579;Kütüphane veri tabanına yeni akademik kaynaklar eklenmiştir.;normal;üniversite
8580;Staj yapan öğrenciler için değerlendirme formu açılmıştır.;normal;üniversite
8581;Üniversite uygulamasında yeni güncelleme yayımlanmıştır.;normal;üniversite
8582;Sınav haftası boyunca çalışma salonları gece açık kalacaktır.;normal;üniversite
8583;Öğrenci kimlik kartı yenileme işlemleri başlatılmıştır.;normal;üniversite
8584;Bölüm başkanlığı tarafından kariyer etkinliği planlanmıştır.;normal;üniversite
8585;Kampüs güvenlik sistemi bakım sürecine alınmıştır.;normal;üniversite
8586;Üniversite mail sistemi üzerinde kapasite artırımı yapılmıştır.;normal;üniversite
8587;Akademik seminer katılım sertifikaları öğrencilere gönderilecektir.;normal;üniversite
8588;Öğrenci temsilcileriyle yapılacak görüşme tarihi açıklanmıştır.;normal;üniversite
8589;Yeni açılan seçmeli dersler sisteme eklenmiştir.;normal;üniversite
8590;Fakülte konferans salonundaki teknik arıza giderilmiştir.;normal;üniversite
8591;Sepetinizde bekleyen ürünler için stok güncellemesi yapılmıştır.;normal;e-ticaret
8592;Siparişiniz dağıtım merkezine ulaşmış olup teslimata hazırlanmaktadır.;normal;e-ticaret
8593;Kullanıcı hesabınızdaki kayıtlı adres bilgileri başarıyla güncellenmiştir.;normal;e-ticaret
8594;Yeni sezon ürünleri mobil uygulama üzerinden erişime açılmıştır.;normal;e-ticaret
8595;Sipariş değişim talebiniz müşteri hizmetleri ekibi tarafından onaylanmıştır.;normal;e-ticaret
8596;Kargo yoğunluğu nedeniyle teslimat sürecinde gecikme yaşanabilmektedir.;normal;e-ticaret
8597;Sadakat puanlarınız hesabınıza başarıyla tanımlanmıştır.;normal;e-ticaret
8598;Ürün değerlendirme yorumunuz moderasyon sürecine alınmıştır.;normal;e-ticaret
8599;Kampanya kuponunuz ödeme ekranında başarıyla uygulanmıştır.;normal;e-ticaret
8600;Mağaza uygulamasında planlı bakım çalışması yapılacaktır.;normal;e-ticaret
8601;Teslimat sırasında yaşanan sorun için destek kaydı oluşturulmuştur.;normal;e-ticaret
8602;İade ettiğiniz ürün depo kontrol sürecine alınmıştır.;normal;e-ticaret
8603;Yeni kullanıcı kampanyası hesabınıza tanımlanmıştır.;normal;e-ticaret
8604;Kargo takip bilgileriniz e-posta adresinize gönderilmiştir.;normal;e-ticaret
8605;Sipariş faturanız dijital arşive yüklenmiştir.;normal;e-ticaret
8606;Ürün stok sayımı nedeniyle bazı kategoriler geçici olarak kapatılmıştır.;normal;e-ticaret
8607;Canlı destek hattında yoğunluk yaşandığı bildirilmektedir.;normal;e-ticaret
8608;Ödeme işleminiz banka onay sürecinden başarıyla geçmiştir.;normal;e-ticaret
8609;Favori ürün listenizdeki bazı ürünlerde indirim başlatılmıştır.;normal;e-ticaret
8610;Teslimat adresiniz dağıtım ağına başarıyla eklenmiştir.;normal;e-ticaret
8611;Ürün garanti belgeniz kullanıcı paneline yüklenmiştir.;normal;e-ticaret
8612;Paketleme sürecindeki siparişleriniz yeniden planlanmıştır.;normal;e-ticaret
8613;Müşteri memnuniyet anketi hesabınıza gönderilmiştir.;normal;e-ticaret
8614;Mobil uygulama bildirim ayarlarınız güncellenmiştir.;normal;e-ticaret
8615;Kargo teslim saatiniz yoğunluk nedeniyle yeniden düzenlenmiştir.;normal;e-ticaret
8616;Sipariş verdiğiniz ürün için ek garanti seçeneği aktif edilmiştir.;normal;e-ticaret
8617;İndirim kampanyasına ait detaylar kullanıcı hesabınıza yüklenmiştir.;normal;e-ticaret
8618;Canlı yayın alışveriş etkinliği için kayıt süreci başlamıştır.;normal;e-ticaret
8619;Ürün karşılaştırma özelliği kullanıcı erişimine açılmıştır.;normal;e-ticaret
8620;Alışveriş geçmişiniz başarıyla arşivlenmiştir.;normal;e-ticaret
8621;Mağaza güvenlik sistemi yeni sürüme geçirilmiştir.;normal;e-ticaret
8622;Ürün teslimat raporu kullanıcı hesabınıza eklenmiştir.;normal;e-ticaret
8623;Yeni mağaza açılış kampanyaları duyurulmuştur.;normal;e-ticaret
8624;Ödeme altyapısındaki bakım çalışmaları tamamlanmıştır.;normal;e-ticaret
8625;Kargo teslim kodunuz yeniden oluşturulmuştur.;normal;e-ticaret
8626;Ürün değişim süreciniz başarıyla sonuçlandırılmıştır.;normal;e-ticaret
8627;Araç bakım randevunuz servis sistemi üzerinden oluşturulmuştur.;normal;araç
8628;Kasko poliçenizin yenileme tarihi kullanıcı hesabınıza tanımlanmıştır.;normal;araç
8629;Aracınıza ait periyodik bakım raporu dijital arşive yüklenmiştir.;normal;araç
8630;Servis yoğunluğu nedeniyle teslim saatinde değişiklik yapılmıştır.;normal;araç
8631;Yedek parça siparişiniz depo kontrol sürecine alınmıştır.;normal;araç
8632;Yeni model araç lansmanı için davet kaydınız oluşturulmuştur.;normal;araç
8633;Araç ekspertiz raporunuz kullanıcı paneline yüklenmiştir.;normal;araç
8634;Test sürüşü rezervasyonunuz başarıyla onaylanmıştır.;normal;araç
8635;Servis danışmanınız bakım süreciyle ilgili bilgilendirme yapacaktır.;normal;araç
8636;Araç garanti süreniz sistem üzerinden güncellenmiştir.;normal;araç
8637;Otomobil uygulamasında yeni sürüm yayımlanmıştır.;normal;araç
8638;Araç teslim alanında düzenleme çalışmaları yapılacaktır.;normal;araç
8639;Servis bakım ödemesi başarıyla tamamlanmıştır.;normal;araç
8640;Lastik değişim kampanyası kullanıcı hesabınıza tanımlanmıştır.;normal;araç
8641;Araç çekici hizmeti talebiniz kayıt altına alınmıştır.;normal;araç
8642;Servis giriş saatleri yoğunluk nedeniyle yeniden düzenlenmiştir.;normal;araç
8643;Araç kiralama sözleşmeniz dijital ortamda oluşturulmuştur.;normal;araç
8644;Elektrikli araç şarj istasyonları haritası sisteme eklenmiştir.;normal;araç
8645;Araç yıkama hizmetiniz planlanan saatte gerçekleştirilecektir.;normal;araç
8646;Servis bakım ekipleri araç kontrol sürecini tamamlamıştır.;normal;araç
8647;Araç aksesuar siparişiniz kargo firmasına teslim edilmiştir.;normal;araç
8648;Yeni otomobil kampanyaları kullanıcılarla paylaşılmıştır.;normal;araç
8649;Araç sigorta belgeleriniz sistem üzerinden doğrulanmıştır.;normal;araç
8650;Servis müşteri memnuniyet anketi hesabınıza gönderilmiştir.;normal;araç
8651;Araç muayene tarihiniz yaklaşmaktadır.;normal;araç
8652;Yeni navigasyon güncellemesi aracınıza yüklenmiştir.;normal;araç
8653;Servis kayıt bilgileriniz başarıyla güncellenmiştir.;normal;araç
8654;Araç teslimatınız için son kontrol işlemleri yapılmaktadır.;normal;araç
8655;Otomobil kulübü etkinliği için kayıt süreci başlamıştır.;normal;araç
8656;Araç yazılım güncellemesi teknik ekip tarafından tamamlanmıştır.;normal;araç
8657;Servis bekleme alanında yenileme çalışmaları yapılacaktır.;normal;araç
8658;Araç bakım paketi avantajlarınız hesabınıza tanımlanmıştır.;normal;araç
8659;Test sürüşü etkinliğine ait bilgiler paylaşılmıştır.;normal;araç
8660;Kullanıcı profilinizdeki araç bilgileri başarıyla güncellenmiştir.;normal;araç
8661;Araç finansman başvurunuz değerlendirme aşamasına alınmıştır.;normal;araç
8662;Otomobil destek ekibi tarafından geri dönüş sağlanacaktır.;normal;araç
8663;Servis sistemindeki planlı bakım çalışması tamamlanmıştır.;normal;araç
8664;Araç klima kontrol işlemleri başarıyla gerçekleştirilmiştir.;normal;araç
8665;Araç teslim saati kullanıcı hesabınıza işlenmiştir.;normal;araç
8666;Yeni araç tanıtım etkinliği duyurulmuştur.;normal;araç
8667;Uçuşunuza ait online check-in işlemi kullanıcı hesabınıza açılmıştır.;normal;havayolu
8668;Bagaj teslim kontuarında yaşanan yoğunluk nedeniyle erken gelmeniz önerilmektedir.;normal;havayolu
8669;Biniş kapınız havaalanı operasyon ekibi tarafından güncellenmiştir.;normal;havayolu
8670;Uçuş saatinde hava koşulları nedeniyle kısa süreli gecikme yaşanabilmektedir.;normal;havayolu
8671;Mil puanlarınız sadakat programı hesabınıza işlenmiştir.;normal;havayolu
8672;Koltuğunuz için seçtiğiniz ek diz mesafesi hizmeti onaylanmıştır.;normal;havayolu
8673;Aktarmalı uçuş bilgileriniz mobil uygulama üzerinden güncellenmiştir.;normal;havayolu
8674;Kabin bagajı kurallarında yapılan değişiklikler kullanıcılarla paylaşılmıştır.;normal;havayolu
8675;Yurt dışı uçuşunuza ait pasaport kontrol süreci hızlandırılmıştır.;normal;havayolu
8676;Havaalanı transfer rezervasyonunuz başarıyla oluşturulmuştur.;normal;havayolu
8677;Uçuş iptal sigortası poliçeniz dijital hesabınıza yüklenmiştir.;normal;havayolu
8678;Mobil biletiniz yeniden e-posta adresinize gönderilmiştir.;normal;havayolu
8679;Uçuş sırasında sunulacak menü seçenekleri kullanıcı paneline eklenmiştir.;normal;havayolu
8680;Bagaj takip hizmetiniz aktif hale getirilmiştir.;normal;havayolu
8681;Business lounge kullanım hakkınız hesabınıza tanımlanmıştır.;normal;havayolu
8682;Yolcu destek ekibi bağlantı uçuşunuz için yardımcı olacaktır.;normal;havayolu
8683;Uçuş güvenlik prosedürleriyle ilgili bilgilendirme yayımlanmıştır.;normal;havayolu
8684;Kayıp eşya bildiriminiz operasyon birimine iletilmiştir.;normal;havayolu
8685;Kabin ekibi değişikliği nedeniyle hizmet planı yeniden düzenlenmiştir.;normal;havayolu
8686;Havaalanı otopark rezervasyonunuz başarıyla onaylanmıştır.;normal;havayolu
8687;Uçuş değişiklik talebiniz değerlendirme sürecine alınmıştır.;normal;havayolu
8688;Uçuş kartınız mobil uygulamada görüntülenebilmektedir.;normal;havayolu
8689;Pasaport bilgileriniz sistem üzerinden doğrulanmıştır.;normal;havayolu
